rcsb_id,lig_3letter,lig_name,smiles
3N7S,3N7,"N~4~-(5-cyclopropyl-1H-pyrazol-3-yl)-N~2~-1H-indazol-5-yl-6-methylpyrimidine-2,4-diamine",Cc1cc(nc(n1)Nc2ccc3c(c2)cn[nH]3)Nc4cc([nH]n4)C5CC5
3N87,N87,"(1R,4R,5R)-1,4,5-trihydroxy-3-[3-(phenylcarbonyl)phenyl]cyclohex-2-ene-1-carboxylic acid",c1ccc(cc1)C(=O)c2cccc(c2)C3=CC(CC(C3O)O)(C(=O)O)O
3NEF,PYV,4-bromo-N-(pyridin-2-ylmethyl)naphthalene-1-sulfonamide,c1ccc2c(c1)c(ccc2Br)S(=O)(=O)NCc3ccccn3
3NF7,CIW,"5-[(5-chloro-2-oxo-2,3-dihydro-1H-indol-1-yl)methyl]-1,3-benzodioxole-4-carboxylic acid",c1cc2c(cc1Cl)CC(=O)N2Cc3ccc4c(c3C(=O)O)OCO4
3NS9,NS9,"(2S,3S)-3-{[7-(benzylamino)-3-(1-methylethyl)pyrazolo[1,5-a]pyrimidin-5-yl]amino}butane-1,2,4-triol",CC(C)c1cnn2c1nc(cc2NCc3ccccc3)NC(CO)C(CO)O
3O02,JN3,CHENODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
3O0G,3O0,"{4-amino-2-[(4-chlorophenyl)amino]-1,3-thiazol-5-yl}(3-nitrophenyl)methanone",c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)Nc3ccc(cc3)Cl)N
3O0U,O47,"3-{2-[(E)-iminomethyl]-6-propylpyrimidin-4-yl}-N,N-dimethyl-5-(trifluoromethyl)benzamide",CCCc1cc(nc(n1)C=N)c2cc(cc(c2)C(F)(F)F)C(=O)N(C)C
3O4V,4CT,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-{[(4-chlorophenyl)sulfanyl]methyl}pyrrolidin-3-ol",c1cc(ccc1SCC2CN(CC2O)Cc3c[nH]c4c3ncnc4N)Cl
3O6O,94M,"6-chloro-9-[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]-9H-purin-2-amine",Cc1cnc(c(c1OC)C)Cn2cnc3c2nc(nc3Cl)N
3O84,HTJ,"6-phenyl-1-(pyridin-4-ylmethyl)-1H-pyrazolo[3,4-b]pyridine-4-carboxylic acid",c1ccc(cc1)c2cc(c3cnn(c3n2)Cc4ccncc4)C(=O)O
3O8G,O8G,"1-(azidoacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine",c1cc(sc1)c2nc(on2)C3CCN(CC3)C(=O)CN=[N+]=[N-]
3OJ8,OJ8,"(S)-[(2S)-6-phenoxy-1,2,3,4-tetrahydronaphthalen-2-yl](5-pyridin-2-yl-1,3-oxazol-2-yl)methanol",c1ccc(cc1)Oc2ccc3c(c2)CCC(C3)C(c4ncc(o4)c5ccccn5)O
3OP5,REB,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]pyrimidin-2-yl}amino)phenyl]acetonitrile,c1cc(ccc1CC#N)Nc2nccc(n2)Nc3cc([nH]n3)C4CC4
3OWP,2SB,(2S)-2-amino-N'-[(1E)-(3-bromo-4-hydroxyphenyl)methylidene]-2-phenylethanehydrazide,c1ccc(cc1)C(C(=O)NN=Cc2ccc(c(c2)Br)O)N
3OZJ,BGV,"(3aR,4S,4aR,7aR,8R,9aS)-4a,8-dimethyl-3-methylidene-2,5-dioxo-2,3,3a,4,4a,5,7a,8,9,9a-decahydroazuleno[6,5-b]furan-4-yl acetate",CC1CC2C(C(C3(C1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2
3PE1,3NG,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid",c1cc(cc(c1)Cl)Nc2c3ccncc3c4ccc(cc4n2)C(=O)O
3PE2,E1B,"5-[(3-ethynylphenyl)amino]pyrimido[4,5-c]quinoline-8-carboxylic acid",C#Cc1cccc(c1)Nc2c3c(cncn3)c4ccc(cc4n2)C(=O)O
3PIX,027,7-(4-methylpiperazin-1-yl)-4-[(5-methyl-1H-pyrazol-3-yl)amino]-2-(propan-2-yl)phthalazin-1(2H)-one,Cc1cc(n[nH]1)NC2=NN(C(=O)c3c2ccc(c3)N4CCN(CC4)C)C(C)C
3PJ8,404,"(2R)-2-{[7-(benzylamino)-3-(propan-2-yl)-1H-pyrazolo[4,3-d]pyrimidin-5-yl]amino}butan-1-ol",CCC(CO)Nc1nc2c(c(n1)NCc3ccccc3)[nH]nc2C(C)C
3PS2,ZH4,"4-[4-(3-aminophenyl)buta-1,3-diyn-1-yl]-N-[(2S,3R)-3-hydroxy-1-nitroso-1-oxobutan-2-yl]benzamide",CC(C(C(=O)N=O)NC(=O)c1ccc(cc1)C#CC#Cc2cccc(c2)N)O
3PTG,932,"N-[4-methyl-3-(1H-1,2,4-triazol-5-yl)thiophen-2-yl]-2-(2-oxo-3,4-dihydroquinolin-1(2H)-yl)acetamide",Cc1csc(c1c2[nH]ncn2)NC(=O)CN3c4ccccc4CCC3=O
3PYY,3YY,"(5R)-5-[3-(4-fluorophenyl)-1-phenyl-1H-pyrazol-4-yl]imidazolidine-2,4-dione",c1ccc(cc1)n2cc(c(n2)c3ccc(cc3)F)C4C(=O)NC(=O)N4
3Q0T,LGE,"methyl [3-(aminomethyl)-4-(2,4-dichlorophenyl)-2-methyl-7-oxo-5,7-dihydro-6H-pyrrolo[3,4-b]pyridin-6-yl]acetate",Cc1c(c(c2c(n1)C(=O)N(C2)CC(=O)OC)c3ccc(cc3Cl)Cl)CN
3Q0U,LL3,"2-phenyl-1-{4-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl}ethanone",c1ccc(cc1)CC(=O)N2CCC(CC2)c3nc(no3)c4cccs4
3Q0V,LL4,"4-methyl-1-{4-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl}pentan-1-one",CC(C)CCC(=O)N1CCC(CC1)c2nc(no2)c3cccs3
3QCH,NX2,"3-[(3,4-dichlorobenzyl)sulfanyl]-N-(methylsulfonyl)thiophene-2-carboxamide",CS(=O)(=O)NC(=O)c1c(ccs1)SCc2ccc(c(c2)Cl)Cl
3QLR,QLR,"6-methyl-5-[(3R)-3-(3,4,5-trimethoxyphenyl)pent-1-yn-1-yl]pyrimidine-2,4-diamine",CCC(C#Cc1c(nc(nc1N)N)C)c2cc(c(c(c2)OC)OC)OC
3QPN,PFK,6-methoxy-7-[2-(quinolin-2-yl)ethoxy]quinazoline,COc1cc2cncnc2cc1OCCc3ccc4ccccc4n3
3QWK,X62,4-chloro-2-{[(2-chloropyrimidin-5-yl)methyl]amino}-5-nitrobenzamide,c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cnc(nc2)Cl)C(=O)N
3QX4,X4B,4-chloro-5-nitro-2-[(pyridin-3-ylmethyl)amino]benzamide,c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl
3QZH,X69,4-methoxy-5-nitro-2-[(pyridin-3-ylmethyl)amino]benzamide,COc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2
3R02,UNM,7-[(cis-4-aminocyclohexyl)amino]-5-bromo-1-benzofuran-2-carboxylic acid,c1c2cc(oc2c(cc1Br)NC3CCC(CC3)N)C(=O)O
3R04,UNQ,5-{6-[(trans-4-aminocyclohexyl)amino]pyrazin-2-yl}-1-benzofuran-2-carboxylic acid,c1cc2c(cc1c3cncc(n3)NC4CCC(CC4)N)cc(o2)C(=O)O
3R1Q,X75,4-chloro-2-{[(6-chloropyridin-3-yl)methyl]amino}-5-nitrobenzamide,c1cc(ncc1CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl)Cl
3R1S,X73,2-{[(6-chloropyridin-3-yl)methyl]amino}-5-nitrobenzamide,c1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2ccc(nc2)Cl
3R28,XA0,"4-chloro-5-nitro-2-[(3,4,5-trifluorobenzyl)amino]benzamide",c1c(cc(c(c1F)F)F)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl
3R4N,FU5,"4-[2-chloro-6-(4,4,4-trifluorobutoxy)phenyl]-6-methylpyrimidin-2-amine",Cc1cc(nc(n1)N)c2c(cccc2Cl)OCCCC(F)(F)F
3R71,X86,4-[(3-methoxypropyl)amino]-5-nitro-2-[(pyridin-3-ylmethyl)amino]benzamide,COCCCNc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2
3R7I,X9I,4-{[(2-carbamoyl-4-nitrophenyl)amino]methyl}benzoic acid,c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])C(=O)O
3R7M,SUZ,[(1Z)-5-fluoro-2-methyl-1-{4-[methylsulfinyl]benzylidene}-1H-inden-3-yl]acetic acid,CC1=C(c2cc(ccc2C1=Cc3ccc(cc3)S(=O)C)F)CC(=O)O
3R7U,X96,2-{[4-(aminomethyl)benzyl]amino}-5-nitrobenzamide,c1cc(ccc1CN)CNc2ccc(cc2C(=O)N)[N+](=O)[O-]
3R8V,Z62,"[4-amino-2-(prop-2-en-1-ylamino)-1,3-thiazol-5-yl](3-nitrophenyl)methanone",C=CCNc1nc(c(s1)C(=O)c2cccc(c2)[N+](=O)[O-])N
3RAK,03Z,"4-[(4-amino-5-benzoyl-1,3-thiazol-2-yl)amino]benzenesulfonamide",c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N
3RAW,3RA,"5-(1,3-benzodioxol-5-ylmethyl)-2-(phenylamino)-4H-imidazol-4-one",c1ccc(cc1)NC2=NC(=O)C(=N2)Cc3ccc4c(c3)OCO4
3RGA,LSB,"(4R,5S)-3-[(2R,3S,4S)-2-ethyl-5-[(3R)-2-ethyl-3-[2-[(2R,3R)-2-ethyl-3-methyl-oxiran-2-yl]ethyl]oxiran-2-yl]-3-hydroxy-4-methyl-pentanoyl]-4-methyl-5-phenyl-1,3-oxazolidin-2-one",CCC(C(C(C)CC1(C(O1)CCC2(C(O2)C)CC)CC)O)C(=O)N3C(C(OC3=O)c4ccccc4)C
3RHK,M97,"1-[(3R,4R)-4-(1H-indol-3-yl)-2,5-dioxopyrrolidin-3-yl]pyrrolo[3,2,1-ij]quinolinium",c1ccc2c(c1)c(c[nH]2)C3C(C(=O)NC3=O)C4=C[n+]5cccc6c5c4ccc6
3RJC,06Z,"{4-amino-2-[(3-fluorophenyl)amino]-1,3-thiazol-5-yl}(phenyl)methanone",c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)F)N
3RK5,07Z,"4-{[4-amino-5-(pyridin-3-ylcarbonyl)-1,3-thiazol-2-yl]amino}benzoic acid",c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)O)N
3RKB,12Z,"[4-amino-2-(cyclohexylamino)-1,3-thiazol-5-yl](pyridin-3-yl)methanone",c1cc(cnc1)C(=O)c2c(nc(s2)NC3CCCCC3)N
3RLJ,RLJ,(2S)-3-(4-cyanophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide,CC(COc1ccc(cc1)C#N)(C(=O)Nc2ccc(c(c2)C(F)(F)F)C#N)O
3RLQ,3RQ,"4-(2,4-dichloro-5-methoxyphenyl)-2-methyl-7H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile",Cc1nc(c2c(c[nH]c2n1)C#N)c3cc(c(cc3Cl)Cl)OC
3RLR,3RR,"4-(2,4-dichloro-5-methoxyphenyl)-2,6-dimethyl-7H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile",Cc1c(c2c(nc(nc2[nH]1)C)c3cc(c(cc3Cl)Cl)OC)C#N
3RM4,3RM,"5-{4-[2-(4-bromophenoxy)ethyl]piperazin-1-yl}-4H-1,2,4-triazol-3-amine",c1cc(ccc1OCCN2CCN(CC2)c3[nH]c(nn3)N)Br
3RM8,RM8,2-methyl-3-{[4-(pyridin-2-yl)piperazin-1-yl]methyl}-1H-indole,Cc1c(c2ccccc2[nH]1)CN3CCN(CC3)c4ccccn4
3RNI,21Z,"3-[(4-amino-5-benzoyl-1,3-thiazol-2-yl)amino]benzenesulfonamide",c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)S(=O)(=O)N)N
3RNN,RNN,"N,N'-(benzene-1,4-diyldiethane-2,1-diyl)dipropane-2-sulfonamide",CC(C)S(=O)(=O)NCCc1ccc(cc1)CCNS(=O)(=O)C(C)C
3ROA,06V,"6-ethyl-5-{(3R)-3-[3-methoxy-5-(morpholin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine",CCc1c(c(nc(n1)N)N)C#CC(C)c2cc(cc(c2)OC)N3CCOCC3
3ROY,22Z,4-(hexylamino)-5-nitro-2-[(pyridin-3-ylmethyl)amino]benzamide,CCCCCCNc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2
3RPV,26Z,"4-{[4-amino-5-(3-aminobenzoyl)-1,3-thiazol-2-yl]amino}benzenesulfonamide",c1cc(cc(c1)N)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N
3RTP,34I,"N-[4-cyano-3-(1H-1,2,4-triazol-5-yl)thiophen-2-yl]-2-(2-oxo-3,4-dihydroquinolin-1(2H)-yl)acetamide",c1ccc2c(c1)CCC(=O)N2CC(=O)Nc3c(c(cs3)C#N)c4[nH]ncn4
3RVG,17P,"1-(cyclohexylamino)-7-(1-methyl-1H-pyrazol-4-yl)-5H-pyrido[4,3-b]indole-4-carboxamide",Cn1cc(cn1)c2ccc3c(c2)[nH]c4c3c(ncc4C(=O)N)NC5CCCCC5
3RX2,SLO,2-[(3Z)-6-fluoranyl-2-methyl-3-[(4-methylsulfonylphenyl)methylidene]inden-1-yl]ethanoic acid,CC1=C(c2cc(ccc2C1=Cc3ccc(cc3)S(=O)(=O)C)F)CC(=O)O
3S00,Z60,"[4-amino-2-(prop-2-en-1-ylamino)-1,3-thiazol-5-yl](5-chlorothiophen-2-yl)methanone",C=CCNc1nc(c(s1)C(=O)c2ccc(s2)Cl)N
3S7M,532,"(5S)-2-amino-3-methyl-5-[3-(pyridin-3-yl)phenyl]-5-(thiophen-3-yl)-3,5-dihydro-4H-imidazol-4-one",CN1C(=O)C(N=C1N)(c2cccc(c2)c3cccnc3)c4ccsc4
3SA1,6DR,"6-ethyl-5-{3-[2-methoxy-5-(pyridin-4-yl)phenyl]prop-1-yn-1-yl}pyrimidine-2,4-diamine",CCc1c(c(nc(n1)N)N)C#CCc2cc(ccc2OC)c3ccncc3
3SAI,9DR,"6-ethyl-5-{3-[3-methoxy-5-(pyridin-4-yl)phenyl]prop-1-yn-1-yl}pyrimidine-2,4-diamine",CCc1c(c(nc(n1)N)N)C#CCc2cc(cc(c2)OC)c3ccncc3
3SAP,E2I,4-{[(5-butylpyrimidin-2-yl)sulfanyl]acetyl}benzenesulfonamide,CCCCc1cnc(nc1)SCC(=O)c2ccc(cc2)S(=O)(=O)N
3SAX,E50,2-chloro-5-{[(5-ethylpyrimidin-2-yl)sulfanyl]acetyl}benzenesulfonamide,CCc1cnc(nc1)SCC(=O)c2ccc(c(c2)S(=O)(=O)N)Cl
3SBH,E65,"4-{[(4,6-dimethylpyrimidin-2-yl)sulfanyl]acetyl}benzenesulfonamide",Cc1cc(nc(n1)SCC(=O)c2ccc(cc2)S(=O)(=O)N)C
3SDG,3SE,"4,4,4-trifluoro-1-{4-[3-(1,3-thiazol-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl}butan-1-one",c1csc(n1)c2nc(on2)C3CCN(CC3)C(=O)CCC(F)(F)F
3SFI,3SF,"5,5,5-trifluoro-1-{4-[3-(1,3-thiazol-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl}pentan-1-one",c1csc(n1)c2nc(on2)C3CCN(CC3)C(=O)CCCC(F)(F)F
3SHC,B01,D-phenylalanyl-N-[(4-chloropyridin-2-yl)methyl]-L-prolinamide,c1ccc(cc1)CC(C(=O)N2CCCC2C(=O)NCc3cc(ccn3)Cl)N
3SM0,AEK,"4-{2-[(cyclopentylmethyl)amino]ethyl}-2-(methylamino)-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",CNc1[nH]c2c(n1)cc3c(c2CCNCC4CCCC4)N=CNC3=O
3SP6,IL2,"(5E)-5-[(3aS,4R,5R,6aS)-5-hydroxy-4-[(1E,3S,4R)-3-hydroxy-4-methyloct-1-en-6-yn-1-yl]hexahydropentalen-2(1H)-ylidene]pentanoic acid",CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
3SQQ,99Z,"4-{[4-amino-5-(2-methylbenzoyl)-1,3-thiazol-2-yl]amino}benzenesulfonamide",Cc1ccccc1C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N
3SR5,Q12,"7-(3,4-dimethoxyphenyl)-6-methylquinazoline-2,4-diamine",Cc1cc2c(cc1c3ccc(c(c3)OC)OC)nc(nc2N)N
3SRW,Q27,"7-(2-ethoxynaphthalen-1-yl)-6-methylquinazoline-2,4-diamine",CCOc1ccc2ccccc2c1c3cc4c(cc3C)c(nc(n4)N)N
3SVV,VSP,"N-(3-{[4-amino-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl]methyl}phenyl)ethanesulfonamide",CCS(=O)(=O)Nc1cccc(c1)Cc2c3c(ncnc3n(n2)C(C)C)N
3SW4,18K,"N'-[4-(2-amino-4-methyl-1,3-thiazol-5-yl)pyrimidin-2-yl]-N,N-dimethylbenzene-1,4-diamine",Cc1c(sc(n1)N)c2ccnc(n2)Nc3ccc(cc3)N(C)C
3SW7,19K,"N~4~-[4-(2,4-dimethyl-1,3-thiazol-5-yl)pyrimidin-2-yl]-N~1~,N~1~-dimethyl-2-nitrobenzene-1,4-diamine",Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(c(c3)[N+](=O)[O-])N(C)C
3SWW,KXB,"3-(aminomethyl)-4-(2,4-dichlorophenyl)-6-(2-methoxyethyl)-2-methyl-5,6-dihydro-7H-pyrrolo[3,4-b]pyridin-7-one",Cc1c(c(c2c(n1)C(=O)N(C2)CCOC)c3ccc(cc3Cl)Cl)CN
3SXF,BK5,"3-(6-ethoxynaphthalen-2-yl)-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CCOc1ccc2cc(ccc2c1)c3c4c(ncnc4n(n3)C(C)C)N
3T1L,MQT,methyl 2-O-acetyl-3-O-(4-methylbenzoyl)-beta-D-talopyranoside,Cc1ccc(cc1)C(=O)OC2C(C(OC(C2OC(=O)C)OC)CO)O
3T3U,BK6,"3-(6-methoxynaphthalen-2-yl)-1-(piperidin-4-ylmethyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",COc1ccc2cc(ccc2c1)c3c4c(ncnc4n(n3)CC5CCNCC5)N
3T3V,BK4,"3-(6-methoxynaphthalen-2-yl)-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CC(C)n1c2c(c(n1)c3ccc4cc(ccc4c3)OC)c(ncn2)N
3T64,DU3,"2',5'-dideoxy-5'-[(diphenylmethyl)amino]uridine",c1ccc(cc1)C(c2ccccc2)NCC3C(CC(O3)N4C=CC(=O)NC4=O)O
3TA4,TO2,"(1R,2S)-1-(3,4-dimethoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol",COc1ccccc1OC(CO)C(c2ccc(c(c2)OC)OC)O
3TH8,TH9,(2Z)-4-({3-[3-(hexyloxy)phenyl]propyl}amino)-2-hydroxy-4-oxobut-2-enoic acid,CCCCCCOc1cccc(c1)CCCNC(=O)C=C(C(=O)O)O
3TJC,0TP,"4-amino-N-methyl-2-[4-(morpholin-4-yl)phenyl]thieno[3,2-c]pyridine-7-carboxamide",CNC(=O)c1cnc(c2c1sc(c2)c3ccc(cc3)N4CCOCC4)N
3TP0,FO5,"3-oxo-3-{4-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl}propanenitrile",c1cc(sc1)c2nc(on2)C3CCN(CC3)C(=O)CC#N
3TUH,TUH,"5-[2,4-dihydroxy-5-(propan-2-yl)phenyl]-4-(1-methyl-1H-indol-5-yl)-2,4-dihydro-3H-1,2,4-triazol-3-one",CC(C)c1cc(c(cc1O)O)C2=NNC(=O)N2c3ccc4c(c3)ccn4C
3TZM,085,"4-[5-(1,3-benzodioxol-5-yl)-4-(pyridin-2-yl)-1H-imidazol-2-yl]benzamide",c1ccnc(c1)c2c([nH]c(n2)c3ccc(cc3)C(=O)N)c4ccc5c(c4)OCO5
3U2O,03U,methyl 4-{[(2Z)-2-cyano-3-hydroxypent-2-enoyl]amino}-4'-fluorobiphenyl-2-carboxylate,CCC(=C(C#N)C(=O)Nc1ccc(c(c1)C(=O)OC)c2ccc(cc2)F)O
3U8N,09S,"1-(6-bromo-5-ethoxypyridin-3-yl)-1,4-diazepane",CCOc1cc(cnc1Br)N2CCCNCC2
3UO4,0C0,4-{[4-(biphenyl-2-ylamino)pyrimidin-2-yl]amino}benzoic acid,c1ccc(cc1)c2ccccc2Nc3ccnc(n3)Nc4ccc(cc4)C(=O)O
3UOD,0C3,4-[(4-{[2-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]benzoic acid,c1ccc(c(c1)C(F)(F)F)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O
3UOL,0C7,"N~4~-(2-chlorophenyl)-N~2~-[4-(1H-tetrazol-5-yl)phenyl]pyrimidine-2,4-diamine",c1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)c4[nH]nnn4)Cl
3UPX,B6A,[2-amino-1-(piperidin-4-ylmethyl)-1H-benzimidazol-6-yl](phenyl)methanone,c1ccc(cc1)C(=O)c2ccc3c(c2)n(c(n3)N)CC4CCNCC4
3UUA,0CZ,"4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)diphenol",c1cc(ccc1C(c2ccc(cc2)O)(C(F)(F)F)C(F)(F)F)O
3UYT,0CK,4-[1-cyclohexyl-4-(4-fluorophenyl)-1H-imidazol-5-yl]pyrimidin-2-amine,c1cc(ccc1c2c(n(cn2)C3CCCCC3)c4ccnc(n4)N)F
3V49,PK0,"4-[(4R)-4-(4-hydroxyphenyl)-3,4-dimethyl-2,5-dioxoimidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile",CC1(C(=O)N(C(=O)N1C)c2ccc(c(c2)C(F)(F)F)C#N)c3ccc(cc3)O
3V4X,F24,"(7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",CC(CCCCC(C(CO)C=O)O)CC(=CC(=CC(=O)O)C)C
3V5W,8PR,Paroxetine,c1cc(ccc1C2CCNCC2COc3ccc4c(c3)OCO4)F
3VBQ,0F5,"(5~{Z})-5-[[3-[6-[(4-azanylcyclohexyl)amino]pyrazin-2-yl]phenyl]methylidene]-1,3-thiazolidine-2,4-dione",c1cc(cc(c1)c2cncc(n2)NC3CCC(CC3)N)C=C4C(=O)NC(=O)S4
3VEV,0H4,(2S)-3-cyclopentyl-N-(5-methylpyridin-2-yl)-2-[2-oxo-4-(trifluoromethyl)pyridin-1(2H)-yl]propanamide,Cc1ccc(nc1)NC(=O)C(CC2CCCC2)N3C=CC(=CC3=O)C(F)(F)F
3VF8,0JE,"3-[5-(5-ethoxy-6-fluoro-1H-benzimidazol-2-yl)-1H-pyrazol-4-yl]-1,1-diethylurea",CCN(CC)C(=O)Nc1cn[nH]c1c2[nH]c3cc(c(cc3n2)OCC)F
3VHD,VHE,"4-amino-18,20-dimethyl-7-thia-3,5,11,15-tetraazatricyclo[15.3.1.1(2,6)]docosa-1(20),2,4,6(22),17(21),18-hexaene-10,16-dione",Cc1cc(c2cc1-c3cc(nc(n3)N)SCCC(=O)NCCCNC2=O)C
3VHI,VHI,"5-{(3aS,4S,6aR)-1-[(benzyloxy)carbonyl]-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl}pentanoic acid",c1ccc(cc1)COC(=O)N2C3CSC(C3NC2=O)CCCCC(=O)O
3VHV,LD2,"6-[(1E)-2-phenyl-N-(3-sulfanyl-4H-1,2,4-triazol-4-yl)ethanimidoyl]-2H-1,4-benzoxazin-3(4H)-one",c1ccc(cc1)CC(=Nn2cnnc2S)c3ccc4c(c3)NC(=O)CO4
3VNG,FUU,"2-(3-((3-(5-(furan-2-yl)-1,3,4-oxadiazol-2-yl)ureido)methyl)phenoxy)acetic acid",c1cc(cc(c1)OCC(=O)O)CNC(=O)Nc2nnc(o2)c3ccco3
3VRT,YS2,"(1R,3R,7E,17beta)-17-[(2R)-5-hydroxypentan-2-yl]-2-methylidene-9,10-secoestra-5,7-diene-1,3-diol",CC(CCCO)C1CCC2C1(CCCC2=CC=C3CC(C(=C)C(C3)O)O)C
3VS6,VSH,"tert-butyl {4-[4-amino-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl]-2-methoxyphenyl}carbamate",CC(C)n1c2c(c(n1)c3ccc(c(c3)OC)NC(=O)OC(C)(C)C)c(ncn2)N
3VV8,B02,"2-amino-3-methyl-6-[(1S,2R)-2-(3'-methylbiphenyl-4-yl)cyclopropyl]pyrimidin-4(3H)-one",Cc1cccc(c1)c2ccc(cc2)C3CC3C4=CC(=O)N(C(=N4)N)C
3VW2,BER,BERBERINE,COc1ccc2cc-3[n+](cc2c1OC)CCc4c3cc5c(c4)OCO5
3VZC,UUL,"4-{[4-(4-chlorophenyl)-1,3-thiazol-2-yl]amino}phenol",c1cc(ccc1c2csc(n2)Nc3ccc(cc3)O)Cl
3W3L,RX8,"1-[4-amino-2-(ethoxymethyl)-1H-imidazo[4,5-c]quinolin-1-yl]-2-methylpropan-2-ol",CCOCc1nc2c(n1CC(C)(C)O)c3ccccc3nc2N
3WBL,PDY,"N~7~-(4-ethoxyphenyl)-6-methyl-N~5~-[(3S)-piperidin-3-yl]pyrazolo[1,5-a]pyrimidine-5,7-diamine",CCOc1ccc(cc1)Nc2c(c(nc3n2ncc3)NC4CCCNC4)C
3WF5,FZ8,"4-[4-(1H-benzimidazol-2-yl)piperidin-1-yl]-1H-pyrazolo[3,4-d]pyrimidine",c1ccc2c(c1)[nH]c(n2)C3CCN(CC3)c4c5cn[nH]c5ncn4
3WF6,FZ9,"4-[4-(1H-indol-3-yl)-3,6-dihydropyridin-1(2H)-yl]-1H-pyrazolo[3,4-d]pyrimidine",c1ccc2c(c1)c(c[nH]2)C3=CCN(CC3)c4c5cn[nH]c5ncn4
3WF7,FS9,1-(9H-purin-6-yl)-N-[3-(trifluoromethyl)phenyl]piperidine-4-carboxamide,c1cc(cc(c1)NC(=O)C2CCN(CC2)c3c4c([nH]cn4)ncn3)C(F)(F)F
3WFH,P2E,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxo-cyclopentyl]hept-5-enoic acid",CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
3WHX,XPG,"7-[(1R,3R)-3-hydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]heptanoic acid",CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
